,name,lastName,uri,worthChange,age,source_x,industry,gender,country,realTimeWorth,source_y,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Self-Made Score,Philanthropy Score,self_made
1377,Gustavo Denegri,Denegri,gustavo-denegri,86.976,84.0,biotech,Healthcare,M,Italy,5310.345,"['biotech', ' Self Made']","biotech, Self Made","torino, Italy",Italy,Married,2,,,,True
1378,Bernard Ecclestone,Ecclestone,bernard-ecclestone,0.0,91.0,Formula One,Sports,M,United Kingdom,3273.521,"['Formula One', ' Self Made']","Formula One, Self Made","London, United Kingdom",United Kingdom,Married,2,,,,True
1379,Allan Goldman,Goldman,allan-goldman,0.0,78.0,real estate,Real Estate,M,United States,2787.82,['real estate'],real estate,"New York, New York",United States,Divorced,4,,4,1,False
1380,Jane Goldman,Goldman,jane-goldman,0.0,66.0,real estate,Real Estate,F,United States,2896.27,['real estate'],real estate,"New York, New York",United States,Married,2,,4,1,False
1381,Amy Goldman Fowler,Goldman Fowler,amy-goldman-fowler,0.0,67.0,real estate,Real Estate,F,United States,2821.22,['real estate'],real estate,"Rhinebeck, New York",United States,Married,,,2,1,False
1382,Thomas Hagen,Hagen,thomas-hagen,-91.704,85.0,insurance,Finance & Investments,M,United States,3558.805,['insurance'],insurance,"Erie, Pennsylvania",United States,Widowed,2,"Bachelor of Arts/Science, Ohio State University",2,1,False
1383,Don Hankey,Hankey,don-hankey,0.0,78.0,auto loans,Finance & Investments,M,United States,5538.0,"['auto loans', ' Self Made']","auto loans, Self Made","Malibu, California",United States,Married,4,"Bachelor of Arts/Science, University of Southern California",7,1,True
1384,Peter Hargreaves,Hargreaves,peter-hargreaves,-7.944,75.0,financial services,Finance & Investments,M,United Kingdom,3695.247,"['financial services', ' Self Made']","financial services, Self Made","Bristol, United Kingdom",United Kingdom,Married,2,,,,True
1385,Huang Li,Huang,huang-li-1,-2.315,58.0,imaging systems,Technology,M,China,6024.621,"['imaging systems', ' Self Made']","imaging systems, Self Made","Wuhan, China",China,Married,,"Master of Science, Huazhong University of Science and Technology",,,True
1386,Erman Ilicak,Ilicak,erman-ilicak,0.0,54.0,construction,Construction & Engineering,M,Turkey,2541.83,"['construction', ' Self Made']","construction, Self Made","Ankara, Turkey",Turkey,Married,3,,,,True
1387,Masatoshi Ito,Ito,masatoshi-ito,-13.542,97.0,retail,Fashion & Retail,M,Japan,4341.277,"['retail', ' Self Made']","retail, Self Made","Tokyo, Japan",Japan,Married,3,,,,True
1388,Diane Kemper,Kemper,diane-kemper,0.0,76.0,real estate,Real Estate,F,United States,2795.82,['real estate'],real estate,"New York, New York",United States,Widowed,,,2,1,False
1389,Karel Komarek,Komarek,karel-komarek,0.0,52.0,"oil and gas, IT, lotteries",Gambling & Casinos,M,Czechia,5265.939,"['oil and gas', ' IT', ' lotteries', ' Self Made']","oil and gas, IT, lotteries, Self Made","Verbier, Switzerland",Czechia,Married,4,"Diploma, Hahnemann Medical College",,,True
1390,Lu Xiangyang,Lu,lu-xiangyang,-136.963,58.0,"automobiles, batteries",Automotive,M,China,19802.936,"['automobiles', ' batteries', ' Self Made']","automobiles, batteries, Self Made","Guangzhou, China",China,Married,,,,,True
1391,Daniel Och,Och,daniel-och,-5.248,60.0,hedge funds,Finance & Investments,M,United States,4156.847,"['hedge funds', ' Self Made']","hedge funds, Self Made","Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",7,3,True
1392,Park Yeon-cha,Park,park-yeon-cha,,76.0,sneakers,Manufacturing,M,South Korea,,"['sneakers', ' Self Made']","sneakers, Self Made",,South Korea,,4,,,,True
1393,Karsanbhai Patel,Patel,karsanbhai-patel,50.767,77.0,consumer goods,Diversified,M,India,3734.479,"['consumer goods', ' Self Made']","consumer goods, Self Made","Ahmedabad, India",India,Married,3,,,,True
1394,Thomas Pritzker,Pritzker,thomas-pritzker,9.202,71.0,"hotels, investments",Finance & Investments,M,United States,4865.169,"['hotels', ' investments']","hotels, investments","Chicago, Illinois",United States,Married,3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, University of Chicago; Master of Business Administration, University of Chicago",4,2,False
1395,Nicolas Puech,Puech,nicolas-puech,91.044,78.0,Hermes,Fashion & Retail,M,France,9555.46,['Hermes'],Hermes,"Martigny, Switzerland",France,,,,,,False
1396,"Edward Roski, Jr.",Roski,edward-roski-jr,0.0,82.0,real estate,Real Estate,M,United States,6329.978,['real estate'],real estate,"Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, University of Southern California",5,1,False
1397,John Sall,Sall,john-sall,0.0,73.0,software,Technology,M,United States,4425.409,"['software', ' Self Made']","software, Self Made","Cary, North Carolina",United States,Married,4,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University",8,2,True
1398,Chairul Tanjung,Tanjung,chairul-tanjung,41.194,59.0,diversified,Diversified,M,Indonesia,5768.966,"['diversified', ' Self Made']","diversified, Self Made","Jakarta, Indonesia",Indonesia,Married,2,"Medical Doctor, University of Indonesia",,,True
1399,Abhay Vakil,Vakil,abhay-vakil,,71.0,Paints,Manufacturing,M,India,,['paints'],paints,,India,,3,"Bachelor of Arts/Science, Syracuse University; Bachelor of Arts/Science, University of Mumbai",,,False
1400,Wu Zhigang,Wu,wu-zhigang,49.995,86.0,bakery chain,Food & Beverage,M,China,3456.657,"['bakery chain', ' Self Made']","bakery chain, Self Made","Shenyang, China",China,Married,3,,,,True
1401,Steve Wynn,Wynn,steve-wynn,0.0,79.0,"casinos, hotels",Gambling & Casinos,M,United States,3331.0,"['casinos', ' hotels', ' Self Made']","casinos, hotels, Self Made","Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania",8,1,True
1402,Yi Zheng,Yi,yi-zheng,-11.271,51.0,software,Technology,M,China,4081.022,"['software', ' Self Made']","software, Self Made","Hangzhou, China",China,,,"Bachelor of Arts/Science, Zhejiang University",,,True
1403,Carl Bennet,Bennet,carl-bennet,96.278,70.0,investments,Finance & Investments,M,Sweden,10521.793,"['investments', ' Self Made']","investments, Self Made","Gothenberg, Sweden",Sweden,Married,1,"Master of Business Administration, University of Gothenburg",,,True
1404,Martin & Olivier Bouygues,Bouygues,martin-olivier-bouygues,-15.519,,"construction, media",Construction & Engineering,M,France,3979.154,"['construction', ' media']","construction, media","Paris, France",France,,,,,,False
1405,Orlando Bravo,Bravo,orlando-bravo,0.0,51.0,private equity,Finance & Investments,M,United States,6313.0,"['private equity', ' Self Made']","private equity, Self Made","Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",8,1,True
1406,John Brown,Brown,john-brown,-14.812,87.0,medical equipment,Healthcare,M,United States,5615.968,"['medical equipment', ' Self Made']","medical equipment, Self Made","Atlanta, Georgia",United States,Married,2,"Bachelor of Science in Engineering, Auburn University",6,2,True
1407,Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,31.663,82.0,coffee makers,Fashion & Retail,M,Italy,4942.657,['coffee makers'],coffee makers,"Treviso, Italy",Italy,Divorced,2,"Bachelor of Arts/Economics, Università Cà Foscari di Venezia",,,False
1408,Rafael Del Pino,Del Pino,rafael-del-pino-1,-28.622,63.0,construction,Construction & Engineering,M,Spain,4570.024,['construction'],construction,"Madrid, Spain",Spain,Divorced,6,"Master of Business Administration, MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid",,,False
1409,Barry Diller,Diller,barry-diller,-64.762,79.0,online media,Media & Entertainment,M,United States,5019.971,"['online media', ' Self Made']","online media, Self Made","New York, New York",United States,Married,,"Drop Out, University of California, Los Angeles",9,3,True
1410,Bennett Dorrance,Dorrance,bennett-dorrance,14.639,75.0,Campbell Soup,Food & Beverage,M,United States,2840.63,['Campbell Soup'],Campbell Soup,"Paradise Valley, Arizona",United States,Married,2,"Bachelor of Arts/Science, University of Arizona",2,2,False
1411,Fang Wei,Fang,fang-wei,-128.883,48.0,steel,Manufacturing,M,China,5067.287,"['steel', ' Self Made']","steel, Self Made","Beijing, China",China,Married,,,,,True
1412,Piero Ferrari,Ferrari,piero-ferrari,-128.857,76.0,automobiles,Automotive,M,Italy,5457.57,['automobiles'],automobiles,"Modena, Italy",Italy,Divorced,1,,,,False
1413,Fu Liquan,Fu,fu-liquan,16.561,54.0,surveillance equipment,Technology,M,China,4597.429,"['surveillance equipment', ' Self Made']","surveillance equipment, Self Made","Hangzhou, China",China,Married,1,"Bachelor of Arts/Science, Zhejiang Shuren University; EMBA, Zhejiang University",,,True
1414,Christian Haub,Haub,christian-haub,0.0,57.0,retail,Fashion & Retail,M,Germany,2816.695,['retail'],retail,"Munich, Germany",Germany,Married,4,,,,False
1415,Heidi Horten,Horten,heidi-horten,0.0,80.0,retail,Fashion & Retail,F,Austria,3089.666,['retail'],retail,"Vienna, Austria",Austria,"Widowed, Remarried",,,,,False
1416,James Irsay,Irsay,james-irsay,0.0,62.0,Indianapolis Colts,Sports,M,United States,3467.5,['Indianapolis Colts'],Indianapolis Colts,"Carmel, Indiana",United States,Divorced,3,"Bachelor of Arts/Science, Southern Methodist University",2,1,False
1417,Thai Lee,Lee,thai-lee,-1.196,63.0,IT provider,Technology,F,United States,4063.117,"['IT provider', ' Self Made']","IT provider, Self Made","Austin, Texas",United States,Divorced,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard Business School",9,1,True
1418,Angela Leong,Leong,angela-leong,-14.531,60.0,casinos,Real Estate,F,Hong Kong,2950.409,['casinos'],casinos,"Hong Kong, Hong Kong",Hong Kong,Widowed,5,"Diploma, High School",,,False
1419,Li Liufa,Li,li-liufa,39.786,64.0,"steel, diversified",Diversified,M,China,2746.464,"['steel', ' diversified', ' Self Made']","steel, diversified, Self Made","Ruzhou, China",China,Married,,"EMBA, Peking University",,,True
1420,Joseph Liemandt,Liemandt,joseph-liemandt,-0.981,53.0,software,Technology,M,United States,2969.43,"['software', ' Self Made']","software, Self Made","Austin, Texas",United States,Single,,"Drop Out, Stanford University",7,,True
1421,Tobi Lutke,Lutke,tobi-lutke,-210.474,41.0,e-commerce,Technology,M,Canada,12776.966,"['e-commerce', ' Self Made']","e-commerce, Self Made","Ottawa, Canada",Canada,Married,3,,8,,True
1422,Gwendolyn Sontheim Meyer,Meyer,gwendolyn-sontheim-meyer,0.0,60.0,Cargill,Food & Beverage,F,United States,5099.348,['Cargill'],Cargill,"Rancho Santa Fe, California",United States,Divorced,2,,1,1,False
1423,Benjamin Zhengmin Pan,Pan,benjamin-zhengmin-pan,12.705,52.0,electronics,Technology,M,China,2818.582,"['electronics', ' Self Made']","electronics, Self Made","Shenzhen, China",China,Married,,Jiangsu Province Wujin Teacher School,,,True
1424,Carrie Perrodo,Perrodo,carrie-perrodo,0.0,70.0,oil,Energy,F,France,6858.48,['oil'],oil,"London, United Kingdom",France,Widowed,3,,,,False
1425,Ira Rennert,Rennert,ira-rennert,0.0,87.0,investments,Finance & Investments,M,United States,3737.0,"['investments', ' Self Made']","investments, Self Made","New York, New York",United States,Married,3,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",8,2,True
1426,Naguib Sawiris,Sawiris,naguib-sawiris,-0.433,67.0,telecom,Telecom,M,Egypt,3138.127,['telecom'],telecom,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute",,,False
1427,Howard Schultz,Schultz,howard-schultz,-26.068,68.0,Starbucks,Food & Beverage,M,United States,4924.997,"['Starbucks', ' Self Made']","Starbucks, Self Made","Seattle, Washington",United States,Married,2,"Bachelor of Arts/Science, Northern Michigan University",10,2,True
1428,Thomas Secunda,Secunda,thomas-secunda,0.0,67.0,Bloomberg LP,Media & Entertainment,M,United States,3627.0,"['Bloomberg LP', ' Self Made']","Bloomberg LP, Self Made","Croton-on-Hudson, New York",United States,Married,2,"Bachelor of Arts/Science, SUNY Binghamton",8,2,True
1429,Eric Smidt,Smidt,eric-smidt,0.0,61.0,hardware stores,Fashion & Retail,M,United States,6796.069,"['hardware stores', ' Self Made']","hardware stores, Self Made","Beverly Hills, California",United States,Married,,,10,1,True
1430,Barry Sternlicht,Sternlicht,barry-sternlicht,-5.508,61.0,private equity,Finance & Investments,M,United States,4361.508,"['private equity', ' Self Made']","private equity, Self Made","Miami, Florida",United States,Divorced,3,"Bachelor of Arts/Science, Brown University",8,1,True
1431,Suh Kyung-bae,Suh,suh-kyung-bae,71.476,58.0,cosmetics,Fashion & Retail,M,South Korea,2783.753,['cosmetics'],cosmetics,"Seoul, South Korea",South Korea,Married,2,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Yonsei University",,,False
1432,"William Wrigley, Jr.",Wrigley,william-wrigley-jr,0.007,58.0,chewing gum,Food & Beverage,M,United States,3493.794,['chewing gum'],chewing gum,"North Palm Beach, Florida",United States,Divorced,4,"Bachelor of Arts/Science, Duke University",3,,False
1433,Michael Minhong Yu,Yu,michael-minhong-yu,12.443,59.0,education,Service,M,China,1120.31,"['education', ' Self Made']","education, Self Made","Beijing, China",China,Married,2,"Bachelor of Arts/Science, Peking University",,,True
1434,Yu Yong,Yu,yu-yong,-66.483,60.0,mining,Finance & Investments,M,China,5238.461,"['mining', ' Self Made']","mining, Self Made","Shanghai, China",China,Married,,,,,True
1435,Juan Abello,Abello,juan-abello,-4.171,79.0,investments,Finance & Investments,M,Spain,2736.419,['investments'],investments,"Madrid, Spain",Spain,Married,4,,,,False
1436,Richard Chandler,Chandler,richard-chandler,0.0,62.0,investments,Finance & Investments,M,New Zealand,2283.0,['investments'],investments,"Singapore, Singapore",New Zealand,Married,,,,,False
1437,Chen Jianhua,Chen,chen-jianhua,101.368,50.0,chemicals,Manufacturing,M,China,6521.102,"['chemicals', ' Self Made']","chemicals, Self Made","Wujiang, China",China,Married,,"Bachelor of Arts/Science, Nanjing Normal University",,,True
1438,Pierre Chen,Chen,pierre-chen,-30.895,65.0,electronics,Technology,M,Taiwan,4495.324,"['electronics', ' Self Made']","electronics, Self Made","Taipei, Taiwan",Taiwan,Divorced,3,"Bachelor of Arts/Science, National Cheng Kung University",,,True
1439,Scott Cook,Cook,scott-cook,-59.001,69.0,software,Technology,M,United States,6569.961,"['software', ' Self Made']","software, Self Made","Woodside, California",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Southern California",8,3,True
1440,Daniel D'Aniello,D'Aniello,daniel-daniello,-33.82,75.0,private equity,Finance & Investments,M,United States,4755.795,"['private equity', ' Self Made']","private equity, Self Made","Vienna, Virginia",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",10,2,True
1441,Andre Esteves,Esteves,andre-esteves,18.174,53.0,banking,Finance & Investments,M,Brazil,5246.243,"['banking', ' Self Made']","banking, Self Made","Sao paulo, Brazil",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",,,True
1442,John Gandel,Gandel,john-gandel,-7.426,87.0,shopping malls,Real Estate,M,Australia,3537.693,['shopping malls'],shopping malls,"Melbourne, Australia",Australia,Married,4,"Doctorate, Monash University",,,False
1443,Michael Hintze,Hintze,michael-hintze,0.0,68.0,investment,Finance & Investments,M,Australia,2271.4,"['investment', ' Self Made']","investment, Self Made","London, United Kingdom",Australia,Married,4,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",,,True
1444,Steven Klinsky,Klinsky,steven-klinsky,-0.435,65.0,investments,Finance & Investments,M,United States,3418.929,"['investments', ' Self Made']","investments, Self Made","New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",7,,True
